Date,i01_momentum,i02_price_strength,i03_breadth_rsi,i04_volatility,i05_safe_haven,i06_credit_spread,i07_put_call_proxy,i08_foreign_flow,i09_trading_volume,i10_kosdaq_kospi,sentiment_raw,sentiment_index,grade
2016-07-08,,,47.64278839987465,3.9000659268918687,6.0728709097759435,47.91841561520789,,45.85075441047867,20.635064328960155,,28.7,34.6,공포
2016-07-11,,,53.88597995822252,33.625895274079475,61.579358845820174,83.40864123693042,,71.37241420102707,10.568557160252478,,52.4,34.7,공포
2016-07-12,,,54.503733470709605,38.86133331328081,72.61037679722793,82.42257164214173,,71.50609594228816,13.382907848450825,,55.5,38.1,공포
2016-07-13,,,57.74869339757142,45.57212317479947,84.8813932583605,89.85344943737124,,81.17925536578613,6.929369154607934,,61.0,45.8,중립
2016-07-14,,,58.46603900209443,50.0892471069908,94.9325138152991,89.82952045691101,,73.09099446549025,6.438083061053625,,62.1,52.0,중립
2016-07-15,,,60.37626042863912,50.82570552775418,96.52486773176932,93.81376599272402,,86.88819858878082,16.259208183820327,,67.4,59.7,중립
2016-07-18,,,61.24667234820999,47.38083762176455,85.5728339317056,94.41880493059803,,80.01352082834072,21.6358814280184,,65.0,62.2,탐욕
2016-07-19,,,59.69867502444225,45.47559722859928,79.82245601195646,91.16123653741369,,74.51686365593073,20.530105844491274,,61.9,63.5,탐욕
2016-07-20,,,59.153052282276064,40.9744682739664,69.69607414377637,87.30295703969632,,58.1607231142292,18.372549256330746,,55.6,62.4,탐욕
2016-07-21,,,57.86271683544596,42.37683169275296,73.45180866811441,87.8906307360639,,53.64443133623521,27.272126809898467,,57.1,61.4,탐욕
2016-07-22,,,57.08460074454245,75.00329574594895,99.29110061774679,82.72942368943113,,48.72415072219242,19.59567701462533,,63.7,60.7,탐욕
2016-07-25,,,57.72932114048107,74.89814430933686,99.13457493209091,79.34993155027472,,83.85222215925113,17.39571558714555,,68.7,61.4,탐욕
2016-07-26,,,62.35011108202737,74.28173905795276,99.15250258098597,89.53040922973223,,82.97548479262122,13.853089987613536,,70.4,63.1,탐욕
2016-07-27,,,61.25079480558682,74.44887360278017,95.64069943989679,85.10402934017525,,78.28641799375006,27.987874769136145,,70.5,66.1,탐욕
2016-07-28,,,59.30825180467479,71.4741462667069,88.79572008872796,77.15225662306045,,70.16244617554572,22.07990690637125,,64.8,67.6,탐욕
2016-07-29,,,56.892896594193886,65.18270703430036,74.70638774227719,73.71040299461093,,75.36269290706741,32.51485700139287,,63.1,67.5,탐욕
2016-08-01,,,61.50713688468005,66.43584655202075,78.78179457821003,86.01954207420874,,84.64855822042583,40.57714253729252,,69.7,67.7,탐욕
2016-08-02,,,56.383071037162786,63.38731070972815,75.13876434120006,67.8227372652263,,89.71623992197368,54.4223590736606,,67.8,67.2,탐욕
2016-08-03,,,46.769491957401144,75.87019755093584,84.98205600121842,31.933457457555836,,87.4673395771481,67.09932126215075,,65.7,66.2,탐욕
2016-08-04,,,48.80172912596834,72.42328645108184,73.9030568119287,35.176580416214556,,86.21414514236226,65.02914708711396,,63.6,66.0,탐욕
2016-08-05,,,55.110009059016214,81.92748723455003,90.64440254092378,59.25448158638979,,88.55098875544364,53.19723801676535,,71.4,67.6,탐욕
2016-08-08,,,59.10347914435988,81.59579646779005,84.33359627167019,76.36200605302675,,79.4752385465729,36.51360867249899,,69.6,67.6,탐욕
2016-08-09,,,62.54981258878331,83.5426816865365,89.77212368686062,88.3390886884277,,86.74144084605044,41.743091638374295,,75.4,69.1,탐욕
2016-08-10,,,62.779267157378165,79.99427736972363,81.36591160393492,78.0323961675446,,84.90535554838988,16.351837699411988,,67.2,69.5,탐욕
2016-08-11,,,63.93052618766226,80.07869554891218,82.42927253498358,78.78170392672861,,89.601181537021,19.07461705868501,,69.0,70.5,탐욕
2016-08-12,,,64.4064564220285,77.40404055086215,75.34981624623131,82.53471947279854,,77.52013698752475,38.85216070005498,,69.3,70.1,탐욕
2016-08-16,,,62.95473446408945,74.12685774239782,68.79098016183534,79.36091478370268,,82.6651549824573,61.18469152832628,,71.5,70.5,탐욕
2016-08-17,,,60.7718847863578,74.10999334949295,70.28996316944725,75.52972799966535,,82.33645145214581,51.02395714504756,,69.0,69.2,탐욕
2016-08-18,,,64.63177118553111,78.91494102037532,81.13320497662461,86.55541792425636,,77.86605345490301,53.75169317859494,,73.8,70.5,탐욕
2016-08-19,,,64.8763040231866,80.44891354570045,83.19572799847707,87.43404684267013,,76.90420334899474,63.36081238324145,,76.0,71.9,탐욕
2016-08-22,,,57.10203279979654,73.28197325848032,75.297019442896,74.78401656431858,,58.496788666513325,55.15028299946957,,65.7,71.2,탐욕
2016-08-23,,,59.95391954399418,75.31499235816933,78.35992563180451,80.99829128398035,,48.67138467487826,51.43348764991793,,65.8,70.1,탐욕
2016-08-24,,,56.72878311797765,66.08308176348733,60.414082989254744,70.01602127339844,,62.965074866526514,31.706206300041107,,58.0,67.9,탐욕
2016-08-25,,,56.28487929852997,66.81544617424916,62.882678576634255,72.32448788201143,,53.125191574557874,23.653290862389632,2.880104051810837,48.3,62.8,탐욕
2016-08-26,,,53.38214483074976,65.81409934366593,62.47554186400068,59.44661197998434,,53.4316226700243,11.226881213923273,2.650955046323834,44.1,56.4,중립
2016-08-29,,,50.706254758404924,65.59017279771011,63.1098894333004,59.35454445459346,,35.124460390396756,9.899097025323893,0.09087603881614265,40.6,51.3,중립
2016-08-30,,,54.25016319767524,63.26639383217702,56.854117048058306,67.19529586065455,,23.091847295307034,11.891632429898829,0.36304891093367,39.6,46.1,중립
2016-08-31,,,51.50364252686505,67.00284611681143,64.0076452912939,56.038600117231766,,18.555574182880758,30.705297514615225,0.41796892322810525,41.2,42.7,중립
2016-09-01,,,50.46043190830835,83.17148953578675,82.69708094087666,46.03611729482769,,30.321013771616062,45.65596721736051,3.545885812348669,48.8,42.8,중립
2016-09-02,,,53.404271132771065,83.04322059573519,83.37204107317062,48.592843043768205,,29.746134081293597,57.451910038472775,8.01431732798401,51.9,44.4,중립
2016-09-05,,,62.700207693390766,83.34394883826279,85.57868469555414,77.6611721676292,,27.68949393515907,88.91484141683941,4.573260106290201,61.5,48.6,중립
2016-09-06,,,64.93241821933273,80.98927272881821,78.66789034371723,80.55330328209865,,47.96812364177691,91.48258039109545,3.8838589611363723,64.1,53.5,중립
2016-09-07,,,62.049312278404145,72.67147469643541,61.26325315728241,73.76507057751773,,48.29624874747562,99.25734769405558,2.0518431125982555,59.9,57.3,중립
2016-09-08,,,62.75782357479717,73.04746450872561,63.29089437530104,68.97680389175248,,49.906083943729634,99.97466058524952,1.0507832273347422,59.9,59.5,중립
2016-09-09,,,48.9903073232373,52.1327022997747,34.04156404202198,36.57008338288288,,29.707263669813212,99.96880008959022,4.140467895438659,43.7,57.8,중립
2016-09-12,,,34.40795695954799,22.106583264352793,5.91823291294345,2.0691659589237945,,24.261284228596196,0.48064013142614215,7.876083491810554,13.9,48.3,중립
2016-09-13,,,37.79506363801307,22.466859584573463,9.896690546937242,4.293728042670477,,21.64385635113133,98.99545905638793,16.06145680749424,30.2,41.5,중립
2016-09-19,,,44.25483882735352,24.40086139866085,22.31378710194192,17.0128559647601,,6.070760670954524,88.48434830606865,19.568875313105366,31.7,35.9,공포
2016-09-20,,,47.786141696187855,24.373954700292668,21.15160526714431,21.232477790082516,,18.432289060377606,48.57596979355503,32.02124556065835,30.5,30.0,공포
2016-09-21,,,51.23050406447968,26.728285876594818,28.635825419318262,37.877373310196695,,23.694800517570023,64.38601636771286,33.93476757638606,38.1,28.9,공포
2016-09-22,,,55.4512136866102,39.95954746421408,52.74881759241809,59.21105242770315,,54.30196304329119,63.88999826279136,41.17870778076153,52.4,36.6,공포
2016-09-23,,,56.736501506899266,38.46173991083455,51.94059513519086,57.89156510440582,,64.93097518530699,66.97908498734611,47.097693916990856,54.9,41.5,중립
2016-09-26,,,54.06129695002924,38.02028580274309,50.031084196166006,48.281586998072484,,60.76143182208038,52.39798541787093,49.20366886402942,50.4,45.2,중립
2016-09-27,,,58.785155182952955,45.40539988278185,66.90863299498491,67.27229423544094,,53.03246502138877,79.80339057305173,37.78955869858601,58.4,50.8,중립
2016-09-28,,,55.0011937843054,42.618997616256706,62.161192812883016,57.11369526870984,,61.7722609587185,73.95022594045004,44.90182539848032,56.8,54.6,중립
2016-09-29,,,59.5052285296383,51.96681776622999,79.2677965695802,73.78513888774478,,77.56119515965635,66.37344874681465,39.39718721799284,64.0,56.9,중립
2016-09-30,,,50.742006606809696,31.39810415696418,44.1474234801454,36.84740551443107,,59.200729300989586,43.9246139059605,39.87071658111963,43.7,54.7,중립
2016-10-04,,,54.00690488209133,40.09026903024433,62.23906595462614,56.504173331838224,,56.845224634076885,40.96274811381229,44.34862945535921,50.7,54.7,중립
2016-10-05,,,53.37583621486178,40.20125151950603,62.186520546267246,55.11621599745779,,33.10667522171593,5.322191569425352,46.804975189520135,42.3,51.5,중립
2016-10-06,,,56.95745047056822,43.22957852841352,69.20009846442665,74.41366455979264,,39.36884686968733,0.9664971269623281,32.8676582817682,45.3,49.2,중립
2016-10-07,,,52.868250214334154,26.932074460909284,34.194103499206996,65.14740627977345,,34.430863055559485,1.5375408850872374,22.601077235982004,34.0,43.2,중립
2016-10-10,,,53.80617572955291,25.596057874710226,32.91294639088605,69.92366872501923,,19.017532493908007,1.9943856815781442,19.51069983391057,31.8,40.8,중립
2016-10-11,,,45.729204787903754,15.103321779068839,17.684458577786078,32.86595499179727,,19.49137091437484,4.646901598455964,32.37593656823039,24.0,35.5,공포
2016-10-12,,,46.35632283519335,15.290653277425125,18.914967641739004,32.877730448285725,,4.100564998223626,8.79482777360776,30.73076207554562,22.4,31.5,공포
2016-10-13,,,41.15248597646919,19.360823212130242,20.213259374688608,11.553841826007716,,8.333006466512588,16.44798991764963,30.42806427524299,21.1,26.7,공포
2016-10-14,,,43.83294501838794,63.27671844014895,73.23939518868465,20.303271483663167,,9.843096812723589,19.570695094266522,30.727204760942662,37.3,27.3,공포
2016-10-17,,,45.66037404666415,62.0256987608763,71.95948219941423,23.46984036864381,,7.683870718052351,24.691973149637537,15.669408846925508,35.9,28.1,공포
2016-10-18,,,50.18128064882226,61.01788469464417,68.5692804623881,40.708798891751805,,23.15892278400831,23.82748863675466,10.775587574334844,39.7,31.3,공포
2016-10-19,,,50.35817968303522,56.53569610866431,57.41745492891804,40.96079116480246,,28.748131582072467,28.45249946756984,13.886534184840716,39.5,34.7,공포
2016-10-20,,,50.230111145120695,51.36483314501698,49.03764493612462,46.4534104832208,,32.432842571200084,15.483269790050668,7.4629133401795915,36.1,37.7,공포
2016-10-21,,,47.332164300663656,42.021536746621585,28.768171445253625,32.00848946821139,,9.538218449034892,4.629984911351557,7.264127760822022,24.5,35.1,공포
2016-10-24,,,52.99623428580787,44.83077438331679,40.42598745158501,57.57287498854238,,5.608366764088648,3.57002684188565,2.105415245262688,29.6,33.9,공포
2016-10-25,,,48.932366010627455,42.44136170279758,35.371363245422764,50.89861014126076,,6.297040477712307,3.969671807177418,1.2720404029120267,27.0,31.3,공포
2016-10-26,,,41.40206936262647,28.788427185863043,7.601245981994145,19.305097334188236,,13.573657574165937,12.07089747935709,2.937003349945424,18.0,27.0,공포
2016-10-27,,,45.379883244497556,32.396611431110564,19.620561792563006,31.784739211532788,,3.305993792502613,21.056784927738214,15.646500815871017,24.2,24.6,공포
2016-10-28,,,43.90525710061074,30.964822011602088,9.150118727037276,38.286321679914906,,1.0049689652013967,27.708038887611362,7.20999700988762,22.6,24.3,공포
2016-10-31,,,40.51732729418643,38.04705151602132,20.088455449211057,32.7210926736831,,2.9517779941623576,51.96872593929294,1.1597481024180702,26.8,23.7,공포
2016-11-01,,,40.27890507720819,37.426053292484966,11.189135144244,35.13126548339198,,4.658650398372253,56.20666389290429,2.4015059508017322,26.8,23.7,공포
2016-11-02,,,32.87042525485484,28.229314495342255,2.276266561283958,8.100285778497017,,9.853775196527481,42.812383259068355,0.37351747005424835,17.8,23.6,공포
2016-11-03,,,35.067577811869356,29.877449050062705,1.282591812308046,13.725380082900884,,8.903394589680486,40.87982992202803,1.0468552003337968,18.7,22.5,공포
2016-11-04,,,34.6206397198134,30.871870124548153,2.792931342589328,10.642129791572968,,11.312353976735146,41.77085383689938,1.9488583940259394,19.1,21.8,공포
2016-11-07,,,41.624501365386436,28.61579571452284,6.059024273604536,34.8273537820409,,13.660135953936624,14.471356775984761,6.951413256098404,20.9,20.7,공포
2016-11-08,,,44.031357740092986,39.99118570065727,21.34378554437334,41.133496389257864,,8.216344327952891,8.652449346945218,8.50949668677331,24.6,20.2,공포
2016-11-09,,,32.749322741787566,14.881259941792822,1.8065735709238098,3.1569688762132473,,37.65322062538068,52.960082065576316,2.173984117811504,20.8,20.8,공포
2016-11-10,,,47.094782964970975,20.04278652188728,43.02256352898334,45.55921818952904,,9.510096540106467,81.00348966211814,11.399345742012807,36.8,24.4,공포
2016-11-11,,,43.03281176408352,9.97971529957292,20.5053224377904,20.838633594496926,,7.425311918496651,96.02308305010794,20.875530997445885,31.2,26.9,공포
2016-11-14,,,40.93396064688093,6.9458040207432035,14.576861237405353,13.420183213418124,,12.917457683883837,99.12822986475179,28.75670676633292,31.0,28.9,공포
2016-11-15,,,39.51243527140997,5.674891706221133,6.153633104815113,10.215102350976373,,10.523530143028081,99.77440768784282,26.805681352545008,28.4,29.6,공포
2016-11-16,,,43.256292323857714,6.314396028601847,14.301922742857942,23.359559447833316,,5.534962129299056,82.87603433836787,47.06586374377215,31.8,31.8,공포
2016-11-17,,,43.53578022877301,6.653753170892049,13.626428111806593,23.99038332238928,,3.3211128376791472,57.372048812403754,48.09246102109685,28.1,30.1,공포
2016-11-18,,,42.05604105857639,7.08288023610414,15.091996888530579,25.447219184743187,,3.7834551269805936,40.21921428123062,33.916997226071764,23.9,28.6,공포
2016-11-21,,,39.96589657016864,6.048841856730967,4.822315560697337,24.049048576641862,,5.258395098846327,20.520911667994323,16.46800656917593,16.7,25.8,공포
2016-11-22,,,45.88126914059114,8.098937717313408,18.65913061065966,61.00619082877099,,5.570737783342242,7.613646274960489,11.56706178378107,22.6,24.6,공포
2016-11-23,,,47.31891973083522,17.42378945215966,43.743934791913674,72.53805022285277,,8.337780981535904,9.208831512667087,2.429993456124547,28.7,24.0,공포
2016-11-24,,,42.76147134815063,9.442653912259876,20.136072018134303,60.38648073134942,,6.479025049241871,7.630680801322813,2.03980284827623,21.3,22.7,공포
2016-11-25,,,43.87755499048855,11.285226245915432,25.65148720397548,63.775074945262524,,11.602851227743438,3.1843981858907626,4.924788236001147,23.5,22.6,공포
2016-11-28,,,45.197397348789096,16.25971429082444,37.86351029794813,69.89475331562011,,18.24627096231216,4.410452906969372,2.3715549631528234,27.7,24.8,공포
2016-11-29,,,45.295552070496925,16.794085508152676,36.72661855023371,68.380636493093,,17.98214530833693,4.791534822514254,4.601195572110814,27.8,25.8,공포
2016-11-30,13.345802704049925,,47.285978157049605,35.94971266145167,72.71633723205066,78.86821889601832,,21.841111138356485,2.713990764792,4.46524607606442,34.6,27.0,공포
2016-12-01,13.937117498749263,,47.39532663407119,33.72184892255641,72.10022361961965,81.34847931417706,,13.075137310269124,2.652863562373227,3.879505125704303,33.5,29.4,공포
2016-12-02,8.002207589200733,,42.74814916541722,27.121728835943195,59.84192909532056,59.59361274940063,,20.318343174532373,4.298364915189943,2.9508942462494994,28.1,30.4,공포
2016-12-05,6.021237305266923,,40.39469926810867,18.67338709739261,33.613100924469904,53.51683860172838,,16.958283416603713,5.41275997540769,0.7790418033014315,21.9,29.2,공포
2016-12-06,20.444871383344882,,51.011111575936276,24.289337378498303,54.5058886865622,83.38667904486661,,18.55558871143428,5.873910195080067,0.8467818627080326,32.4,30.1,공포
2016-12-07,22.528897955016898,,51.720520403455915,59.41775675520094,93.01956584957604,85.06540042113551,,7.460279728934868,11.951393927317355,0.6548066046497407,41.5,31.5,공포
2016-12-08,61.786231640599134,,62.89006069321111,61.400274020621296,87.74175378874965,98.95888795823542,,48.4504766885309,20.553143278215025,0.3879332182592344,55.3,35.8,공포
2016-12-09,54.9280100265064,,60.43803468142337,68.77102874414228,92.3266278084516,98.46331754028549,,53.58177667583697,23.736052490293485,3.432178310908603,57.0,41.6,중립
2016-12-12,57.20943493570784,,61.091022449424315,73.45585746175341,94.43011864852335,96.98054504809001,,42.80531737558076,37.54633488246676,10.842680300868967,59.3,49.1,중립
2016-12-13,65.7344678812228,,63.325318285380824,76.46302754252838,97.51362420840478,96.2945532136849,,54.14983801406548,75.09601275908176,20.477920168306614,68.6,56.3,중립
2016-12-14,65.95383378037316,,63.554828356383254,75.50721369702023,91.53390930044564,93.38004356192013,,54.128510117316985,94.48516191145254,24.702266156644082,70.4,62.1,탐욕
2016-12-15,64.90786318887325,,63.449143312734,75.13628638359006,92.5117392682233,92.53833015533887,,36.991657448963416,96.98046530107472,45.97366040992269,71.1,65.3,탐욕
2016-12-16,69.67435755881944,,65.04012031157968,77.6342030230732,95.28659350485054,91.4903566059686,,43.23252261939925,98.7509155842207,47.880297988374906,73.6,68.6,탐욕
2016-12-19,65.18151571665415,,63.005976770935526,79.05043130434912,96.31790180051911,89.51703128048322,,43.29997221712134,97.37116636254869,55.15080360711961,73.6,71.5,탐욕
2016-12-20,68.20471331582296,,64.12026013323751,79.06390638600762,91.81574821885302,90.5614250576137,,40.067939158037426,91.8590722731523,42.90944911036936,71.1,72.0,탐욕
2016-12-21,63.56344747183249,,61.870211458696225,76.68424855540215,86.57708672931437,85.06764884385703,33.318778144947316,21.807523801303454,80.91712083179303,50.220197967687895,62.2,70.3,탐욕
2016-12-22,60.624913092045595,,60.587339472783306,83.18599448112616,91.6179596040587,77.27525469100478,34.89387979211528,34.37146982493433,74.90888931164028,47.69325447603699,62.8,68.7,탐욕
2016-12-23,59.7532738592519,,60.65433462958904,82.46939385674854,90.27440773158308,71.45407432910548,21.51557222910716,21.682962661203682,73.36390940745952,59.96406762185278,60.1,66.0,탐욕
2016-12-26,60.74924748973065,,61.4226327175059,81.990377736776,89.5391533167259,70.8102808273267,19.17910415988029,18.992775326013977,84.57273390964745,49.23000305957509,59.6,63.2,탐욕
2016-12-27,64.58408137695159,,63.268161400839276,82.65775451876159,92.38850738818364,71.5064934085271,15.115942235104868,16.46019500412164,86.93957788991942,56.87152600996512,61.1,61.2,탐욕
2016-12-28,43.65095556083648,,52.45780516303374,72.92897339835139,77.31932262051826,72.41528302891712,23.221743743570816,10.313394725556218,90.2817328271113,87.98492368054335,59.0,60.5,탐욕
2016-12-29,45.452098202214785,,53.412975087370405,73.43385502452152,76.22660156282105,69.07379688216854,32.121346628874115,15.076201167893844,87.88842712423593,92.54240529103434,60.6,60.1,탐욕
2017-01-02,44.7650469766627,,53.237603175377814,79.39805081431516,86.20431246530227,74.18952903875326,45.24670812144741,11.109988922412883,78.27403182477173,93.45817148680612,62.9,60.6,탐욕
2017-01-03,65.02932852306353,,61.35224538730366,82.08112555044613,96.00793621717014,84.9239560220621,55.047744192159996,14.357389413084205,59.854810482882684,92.85195563525164,67.9,62.3,탐욕
2017-01-04,66.26662865776792,,62.01782898115885,83.7117558231045,87.16405775481823,84.12449737708008,59.30568686882107,10.57738652910636,49.72966206969674,95.15909819740992,66.5,63.4,탐욕
2017-01-05,61.21534832060467,,59.576404730069385,81.77245963483789,82.00942667853431,67.20293783609014,54.434760812128644,23.02571888613174,67.57600421543863,97.2297142544349,66.0,64.8,탐욕
2017-01-06,68.45645244995069,,62.65294833591268,78.90561428019456,52.358320469224054,76.54579924445342,64.91062164554134,23.665926538439535,85.22544873690092,96.8049236144193,67.7,66.2,탐욕
2017-01-09,67.21709466493533,,62.41032574883844,81.80658669540213,61.37659807901134,82.47732757341785,70.55995547830328,10.821962759184245,93.93907778579164,96.17041722060779,69.6,67.6,탐욕
2017-01-10,62.47445711995241,,59.72956696675866,78.76048936784326,53.704330089439914,76.29820444019512,59.2438452430863,15.580430613671343,98.79194341675617,93.46877676704929,66.5,67.3,탐욕
2017-01-11,88.56437785608172,,70.81409881728024,83.3493017524319,74.77325856862038,97.6870817978367,48.066846999450554,13.054815223890254,98.37628725809424,84.73247562631465,73.3,68.6,탐욕
2017-01-12,93.58717588700856,,73.89634123248675,86.06070231519776,84.87971922794483,97.40264451301034,38.906805157625804,24.01453911933828,97.42436566882384,69.9293037101991,74.0,70.2,탐욕
2017-01-13,87.97364191336392,,67.28017239204367,81.5815878240264,74.21176852680756,93.9419099802975,36.31448880681154,59.28002068996518,97.11550098088738,80.6214927154699,75.4,71.7,탐욕
2017-01-16,78.00936184985324,,60.20218528101719,72.45725362004191,60.33848200657823,84.69710039410383,31.827211090543216,66.63204130867663,99.26312885977343,76.08439404490997,69.9,71.8,탐욕
2017-01-17,83.72823521424944,,62.775398455022774,77.28640996342209,70.99803408445105,88.29942221881232,36.38253420610923,58.3704478643819,98.9153031683509,63.50483644148402,71.1,72.7,탐욕
2017-01-18,82.13254764462997,,62.02933840821455,75.11628509182637,64.98975767213612,84.08502985018721,29.413273874149183,83.49728002072719,99.59345239727332,71.82952674837031,72.5,72.6,탐욕
2017-01-19,83.2635337961638,,62.83401252366844,77.89413095577439,74.54416609396367,84.79220438635829,38.78974762095751,71.34033282188912,97.83557751288174,69.73520994782334,73.4,72.5,탐욕
