Date,i01_momentum,i02_price_strength,i03_breadth_rsi,i04_volatility,i05_safe_haven,i06_credit_spread,i07_foreign_flow,i08_trading_volume,i09_kosdaq_kospi,sentiment_raw,sentiment_index,grade
2016-07-11,,,53.88597995822252,33.625895274079475,61.57929736503338,83.40833886710067,71.37241420102707,10.568557160252478,,52.4,34.7,공포
2016-07-12,,,54.503733470709605,38.86133331328081,72.61031963331028,82.42275627598094,71.50609594228816,13.382907848450825,,55.5,38.1,공포
2016-07-13,,,57.74869339757142,45.57212317479947,84.88100897566369,89.85327704438238,81.17925536578613,6.929369154607934,,61.0,45.8,중립
2016-07-14,,,58.46603900209443,50.0892471069908,94.93274714723228,89.8300774469097,73.09099446549025,6.438083061053625,,62.1,52.0,중립
2016-07-15,,,60.37626042863912,50.82570552775418,96.52481397111255,93.81399566202029,86.88819858878082,16.259208183820327,,67.4,59.7,중립
2016-07-18,,,61.24667234820999,47.38083762176455,85.57290034073081,94.41905623285027,80.01352082834072,21.6358814280184,,65.0,62.2,탐욕
2016-07-19,,,59.69867502444225,45.47559722859928,79.82213470383228,91.16118189381129,74.51686365593073,20.530105844491274,,61.9,63.5,탐욕
2016-07-20,,,59.153052282276064,40.9744682739664,69.69568291024396,87.30264239945748,58.1607231142292,18.372549256330746,,55.6,62.4,탐욕
2016-07-21,,,57.86271683544596,42.37683169275296,73.45160512525986,87.89085779253726,53.64443133623521,27.272126809898467,,57.1,61.4,탐욕
2016-07-22,,,57.08460074454245,75.00329574594895,99.29109816074624,82.72873686876115,48.72415072219242,19.59567701462533,,63.7,60.7,탐욕
2016-07-25,,,57.72932114048107,74.89814430933686,99.134552672251,79.34996060961043,83.85222215925113,17.39571558714555,,68.7,61.4,탐욕
2016-07-26,,,62.35011108202737,74.28173905795276,99.15249267932222,89.53020295002428,82.97548479262122,13.853089987613536,,70.4,63.1,탐욕
2016-07-27,,,61.25079480558682,74.44887360278017,95.64050587109986,85.10311999444784,78.28641799375006,27.987874769136145,,70.5,66.1,탐욕
2016-07-28,,,59.30825180467479,71.4741462667069,88.79556891198902,77.15258956879939,70.16244617554572,22.07990690637125,,64.8,67.6,탐욕
2016-07-29,,,56.892896594193886,65.18270703430036,74.70708367089362,73.71141891929676,75.36269290706741,32.51485700139287,,63.1,67.5,탐욕
2016-08-01,,,61.50713688468005,66.43584655202075,78.78116925590386,86.01950776753817,84.64855822042583,40.57714253729252,,69.7,67.7,탐욕
2016-08-02,,,56.383071037162786,63.38731070972815,75.13877367748788,67.82286299872158,89.71623992197368,54.4223590736606,,67.8,67.2,탐욕
2016-08-03,,,46.769491957401144,75.87019755093584,84.98227207807771,31.933860856679562,87.4673395771481,67.09932126215075,,65.7,66.2,탐욕
2016-08-04,,,48.80172912596834,72.42328645108184,73.90291796890801,35.17583225579865,86.21414514236226,65.02914708711396,,63.6,66.0,탐욕
2016-08-05,,,55.110009059016214,81.92748723455003,90.64434468125296,59.25477212129741,88.55098875544364,53.19723801676535,,71.4,67.6,탐욕
2016-08-08,,,59.10347914435988,81.59579646779005,84.33381744081323,76.36243009618799,79.4752385465729,36.51360867249899,,69.6,67.6,탐욕
2016-08-09,,,62.54981258878331,83.5426816865365,89.77190767075311,88.33962905696687,86.74144084605044,41.743091638374295,,75.4,69.1,탐욕
2016-08-10,92.40057324195938,,62.779267157378165,79.99427736972363,81.36684986225919,78.03354367770861,84.90535554838988,16.351837699411988,,70.8,70.2,탐욕
2016-08-11,93.1165472920645,,63.93052618766226,80.07869554891218,82.42927124560083,78.78247764060905,89.601181537021,19.07461705868501,,72.4,71.9,탐욕
2016-08-12,92.74276886788164,,64.4064564220285,77.40404055086215,75.35008234112468,82.53539594567644,77.52013698752475,38.85216070005498,,72.7,72.2,탐욕
2016-08-16,90.30628244960866,,62.95473446408945,74.12685774239782,68.79111674119338,79.36146013906908,82.6651549824573,61.18469152832628,,74.2,73.1,탐욕
2016-08-17,87.0408996091851,,60.7718847863578,74.10999334949295,70.28979378911848,75.53035102554809,82.33645145214581,51.02395714504756,,71.6,72.3,탐욕
2016-08-18,92.64444731381036,,64.63177118553111,78.91494102037532,81.13308171149733,86.55483752153617,77.86605345490301,53.75169317859494,,76.5,73.5,탐욕
2016-08-19,92.21335384102865,,64.8763040231866,80.44891354570045,83.1959452966398,87.43492436514929,76.90420334899474,63.36081238324145,,78.3,74.7,탐욕
2016-08-22,82.79413458285497,,57.10203279979654,73.28197325848032,75.2967294635031,74.78387660833094,58.496788666513325,55.15028299946957,,68.1,73.8,탐욕
2016-08-23,86.99473776171433,,59.95391954399418,75.31499235816933,78.35992021558955,80.99782139902874,48.67138467487826,51.43348764991793,,68.8,72.7,탐욕
2016-08-24,80.91076905357922,,56.72878311797765,66.08308176348733,60.41389049999645,70.016075649299,62.965074866526514,31.706206300041107,,61.3,70.6,탐욕
2016-08-25,78.56164360350978,74.55907848652012,56.28487929852997,66.81544617424916,62.8833344726077,72.32335271398138,53.125191574557874,23.653290862389632,2.880104051810837,54.6,66.2,탐욕
2016-08-26,71.2360209010139,69.49677554522418,53.38214483074976,65.81409934366593,62.47636489361001,59.44751990324705,53.4316226700243,11.226881213923273,2.650955046323834,49.9,60.5,탐욕
2016-08-29,63.452132617195076,64.34134396765442,50.706254758404924,65.59017279771011,63.10883962342068,59.353987196111134,35.124460390396756,9.899097025323893,0.09087603881614265,45.7,56.1,중립
2016-08-30,70.42282375039015,71.31409166903721,54.25016319767524,63.26639383217702,56.854266355695785,67.19387616736907,23.091847295307034,11.891632429898829,0.36304891093367,46.5,51.6,중립
2016-08-31,63.21584896234981,66.26016716281048,51.50364252686505,67.00284611681143,64.00796085969004,56.038094544460904,18.555574182880758,30.705297514615225,0.41796892322810525,46.4,48.6,중립
2016-09-01,59.77903971670795,64.18085337029598,50.46043190830835,83.17148953578675,82.69707272375295,46.03615268731929,30.321013771616062,45.65596721736051,3.545885812348669,51.8,48.1,중립
2016-09-02,65.23835995240283,69.61073554340243,53.404271132771065,83.04322059573519,83.37214569469424,48.592833231236746,29.746134081293597,57.451910038472775,8.01431732798401,55.4,49.2,중립
2016-09-05,84.06640880272542,84.07737153034691,62.700207693390766,83.34394883826279,85.57877979293266,77.66074686424653,27.68949393515907,88.91484141683941,4.573260106290201,66.5,53.3,중립
2016-09-06,86.38840996073709,83.72242301686032,64.93241821933273,80.98927272881821,78.66813790019583,80.5534645883377,47.96812364177691,91.48258039109545,3.8838589611363723,68.7,57.8,중립
2016-09-07,80.36457152408597,80.29296132298562,62.049312278404145,72.67147469643541,61.26356746914933,73.76551517511535,48.29624874747562,99.25734769405558,2.0518431125982555,64.4,61.4,탐욕
2016-09-08,79.80580878820346,81.28551493742651,62.75782357479717,73.04746450872561,63.289821510686906,68.97638059754185,49.906083943729634,99.97466058524952,1.0507832273347422,64.5,63.9,탐욕
2016-09-09,48.08815837076283,58.568249222806614,48.9903073232373,52.1327022997747,34.04067926469283,36.5694661931106,29.707263669813212,99.96880008959022,4.140467895438659,45.8,62.0,탐욕
2016-09-12,6.282626496248975,16.333515320316756,34.40795695954799,22.106583264352793,5.918322172999231,2.0692995342469387,24.261284228596196,0.48064013142614215,7.876083491810554,13.3,51.3,중립
2016-09-13,10.399594483961689,22.163996195791324,37.79506363801307,22.466859584573463,9.896429967257825,4.294038267357729,21.64385635113133,98.99545905638793,16.06145680749424,27.1,43.0,중립
2016-09-19,22.96888808583317,36.9097936809597,44.25483882735352,24.40086139866085,22.31416562213121,17.013357457756584,6.070760670954524,88.48434830606865,19.568875313105366,31.3,36.4,공포
2016-09-20,32.17754240778845,47.12298775805653,47.786141696187855,24.373954700292668,21.15196689131779,21.23241382654849,18.432289060377606,48.57596979355503,32.02124556065835,32.5,30.0,공포
2016-09-21,43.30049601989299,57.89103493991696,51.23050406447968,26.728285876594818,28.635785553529892,37.878125153174146,23.694800517570023,64.38601636771286,33.93476757638606,40.9,29.0,공포
2016-09-22,58.69687521700181,71.06031615900761,55.4512136866102,39.95954746421408,52.74896866683342,59.20957173028627,54.30196304329119,63.88999826279136,41.17870778076153,55.2,37.4,공포
2016-09-23,62.45523698843839,74.0050415441266,56.736501506899266,38.46173991083455,51.94074463354078,57.891149235677865,64.93097518530699,66.97908498734611,47.097693916990856,57.8,43.5,중립
2016-09-26,52.041416346063244,63.81013991339025,54.06129695002924,38.02028580274309,50.031418308762866,48.281682693877165,60.76143182208038,52.39798541787093,49.20366886402942,52.1,47.7,중립
2016-09-27,70.13977545011132,80.87863359150839,58.785155182952955,45.40539988278185,66.90860573797612,67.27117550527579,53.03246502138877,79.80339057305173,37.78955869858601,62.2,53.6,중립
2016-09-28,56.90462551775512,70.52225185942558,55.0011937843054,42.618997616256706,62.1600921950622,57.113404411564076,61.7722609587185,73.95022594045004,44.90182539848032,58.3,57.1,중립
2016-09-29,74.41197855816492,83.75408803396391,59.5052285296383,51.96681776622999,79.26779049487816,73.78574598153385,77.56119515965635,66.37344874681465,39.39718721799284,67.3,59.6,중립
2016-09-30,42.20147935431875,55.897216958118,50.742006606809696,31.39810415696418,44.14794924160123,36.84765811448235,59.200729300989586,43.9246139059605,39.87071658111963,44.9,57.0,중립
2016-10-04,56.12006788623858,69.86269102474104,54.00690488209133,40.09026903024433,62.238860983229685,56.50341450601226,56.845224634076885,40.96274811381229,44.34862945535921,53.4,57.2,중립
2016-10-05,52.603621874716,65.73186843151595,53.37583621486178,40.20125151950603,62.186497433614676,55.11574293632905,33.10667522171593,5.322191569425352,46.804975189520135,46.0,54.0,중립
2016-10-06,67.12699485099293,80.27686204300429,56.95745047056822,43.22957852841352,69.20008211323379,74.41400579172634,39.36884686968733,0.9664971269623281,32.8676582817682,51.6,52.7,중립
2016-10-07,50.86930160381781,59.81255960973624,52.868250214334154,26.932074460909284,34.193711180454486,65.14723524609349,34.430863055559485,1.5375408850872374,22.601077235982004,38.7,46.9,중립
2016-10-10,53.74271617689528,64.58058610268753,53.80617572955291,25.596057874710226,32.9127355641695,69.92445020311453,19.017532493908007,1.9943856815781442,19.51069983391057,37.9,45.5,중립
2016-10-11,22.393885014751717,18.58737928782096,45.729204787903754,15.103321779068839,17.684797081327787,32.86615856810767,19.49137091437484,4.646901598455964,32.37593656823039,23.2,39.5,공포
2016-10-12,24.269106369743408,21.36921056722147,46.35632283519335,15.290653277425125,18.915187254227682,32.877914180913606,4.100564998223626,8.79482777360776,30.73076207554562,22.5,34.8,공포
2016-10-13,9.549123740412346,4.49792121180063,41.15248597646919,19.360823212130242,20.213486741275865,11.554036452088212,8.333006466512588,16.44798991764963,30.42806427524299,17.9,28.1,공포
2016-10-14,14.627837610173911,9.527423042375037,43.83294501838794,63.27671844014895,73.23890388661019,20.302419493252007,9.843096812723589,19.570695094266522,30.727204760942662,31.7,26.6,공포
2016-10-17,19.12392957540013,14.767078900597802,45.66037404666415,62.0256987608763,71.95979872548303,23.4698680953227,7.683870718052351,24.691973149637537,15.669408846925508,31.7,25.4,공포
2016-10-18,32.8508203815194,34.61715740614789,50.18128064882226,61.01788469464417,68.56926377274574,40.708110899742685,23.15892278400831,23.82748863675466,10.775587574334844,38.4,28.4,공포
2016-10-19,32.43093467853871,35.659516851798166,50.35817968303522,56.53569610866431,57.41761765431155,40.960932497625166,28.748131582072467,28.45249946756984,13.886534184840716,38.3,31.6,공포
2016-10-20,31.111442853087173,35.09935555854802,50.230111145120695,51.36483314501698,49.0368257449744,46.452860818722534,32.432842571200084,15.483269790050668,7.4629133401795915,35.4,35.1,공포
2016-10-21,22.306762008331877,22.18468000357708,47.332164300663656,42.021536746621585,28.76846200986629,32.00911937031097,9.538218449034892,4.629984911351557,7.264127760822022,24.0,33.6,공포
2016-10-24,39.80365042020767,49.657794024108235,52.99623428580787,44.83077438331679,40.42613658948105,57.572483772117856,5.608366764088648,3.57002684188565,2.105415245262688,33.0,33.8,공포
2016-10-25,26.767970154696258,29.08693859967816,48.932366010627455,42.44136170279758,35.371134289704685,50.89880644472432,6.297040477712307,3.969671807177418,1.2720404029120267,27.2,31.6,공포
2016-10-26,8.126074485908962,4.252475855474959,41.40206936262647,28.788427185863043,7.6012159743297225,19.304372528718222,13.573657574165937,12.07089747935709,2.937003349945424,15.3,27.0,공포
2016-10-27,15.563973515060514,11.841115130021135,45.379883244497556,32.396611431110564,19.6207888585404,31.783852997441663,3.305993792502613,21.056784927738214,15.646500815871017,21.8,24.3,공포
2016-10-28,12.643670697301236,8.036107653084995,43.90525710061074,30.964822011602088,9.15024374154002,38.28648946637585,1.0049689652013967,27.708038887611362,7.20999700988762,19.9,23.4,공포
2016-10-31,6.85458102832681,2.688541780065795,40.51732729418643,38.04705151602132,20.088680381446977,32.72251169859145,2.9517779941623576,51.96872593929294,1.1597481024180702,21.9,21.2,공포
2016-11-01,7.094482290932643,2.7202106279422633,40.27890507720819,37.426053292484966,11.189183984869794,35.13161961542403,4.658650398372253,56.20666389290429,2.4015059508017322,21.9,20.2,공포
2016-11-02,0.9842012151805376,0.4545141517271233,32.87042525485484,28.229314495342255,2.276300890251794,8.100367058140195,9.853775196527481,42.812383259068355,0.37351747005424835,14.0,19.9,극도의 공포
2016-11-03,1.9199983462258188,0.983437027760796,35.067577811869356,29.877449050062705,1.2826412626174892,13.725498983831901,8.903394589680486,40.87982992202803,1.0468552003337968,14.9,18.5,극도의 공포
2016-11-04,2.048332202697183,0.9881705505867637,34.6206397198134,30.871870124548153,2.793055317473072,10.64245754542117,11.312353976735146,41.77085383689938,1.9488583940259394,15.2,17.6,극도의 공포
2016-11-07,6.990924508172756,4.615325863185327,41.624501365386436,28.61579571452284,6.05886656358583,34.825814701381354,13.660135953936624,14.471356775984761,6.951413256098404,17.5,16.7,극도의 공포
2016-11-08,10.631657736002287,7.565826256821801,44.031357740092986,39.99118570065727,21.34316564050338,41.13310288183612,8.216344327952891,8.652449346945218,8.50949668677331,21.1,16.5,극도의 공포
2016-11-09,0.4940233615034727,1.0190886127289422,32.749322741787566,14.881259941792822,1.8065157155846858,3.1568316717559637,37.65322062538068,52.960082065576316,2.173984117811504,16.3,17.0,극도의 공포
2016-11-10,12.861972751597945,17.508594072126332,47.094782964970975,20.04278652188728,43.02232984654483,45.55866942987855,9.510096540106467,81.00348966211814,11.399345742012807,32.0,20.4,공포
2016-11-11,4.871813407562591,6.959646377353751,43.03281176408352,9.97971529957292,20.505399063350616,20.838959916019288,7.425311918496651,96.02308305010794,20.875530997445885,25.6,22.5,공포
2016-11-14,2.8810469052465986,3.947740125396406,40.93396064688093,6.9458040207432035,14.576382760355127,13.41985478992555,12.917457683883837,99.12822986475179,28.75670676633292,24.8,24.0,공포
2016-11-15,2.1182344847942063,2.703208967086882,39.51243527140997,5.674891706221133,6.153658796589763,10.215283116627793,10.523530143028081,99.77440768784282,26.805681352545008,22.6,24.3,공포
2016-11-16,5.4961605360940915,6.227747763413554,43.256292323857714,6.314396028601847,14.301668685653512,23.359701429605778,5.534962129299056,82.87603433836787,47.06586374377215,26.0,26.2,공포
2016-11-17,6.480251438573285,6.841450935334802,43.53578022877301,6.653753170892049,13.626383197453201,23.99008636516958,3.3211128376791472,57.372048812403754,48.09246102109685,23.3,24.5,공포
2016-11-18,5.220886187112166,5.050408761365982,42.05604105857639,7.08288023610414,15.091954015853076,25.44759617925528,3.7834551269805936,40.21921428123062,33.916997226071764,19.8,23.3,공포
2016-11-21,3.640987785892833,3.1625289110156123,39.96589657016864,6.048841856730967,4.8222910020105765,24.04939368414053,5.258395098846327,20.520911667994323,16.46800656917593,13.8,21.1,공포
2016-11-22,11.34389644844444,9.18924591854498,45.88126914059114,8.098937717313408,18.658711553826436,61.00592785391061,5.570737783342242,7.613646274960489,11.56706178378107,19.9,20.6,공포
2016-11-23,15.39171837292444,11.78604183201673,47.31891973083522,17.42378945215966,43.74426585195682,72.53843867807652,8.337780981535904,9.208831512667087,2.429993456124547,25.4,20.4,공포
2016-11-24,7.115949069756609,4.965376924087708,42.76147134815063,9.442653912259876,20.135896708952462,60.384661687939044,6.479025049241871,7.630680801322813,2.03980284827623,17.9,19.3,극도의 공포
2016-11-25,8.912798897994195,6.255645341779494,43.87755499048855,11.285226245915432,25.650996156935935,63.774758290307744,11.602851227743438,3.1843981858907626,4.924788236001147,19.9,19.4,극도의 공포
2016-11-28,11.27645363506511,7.924823660546548,45.197397348789096,16.25971429082444,37.862408435749025,69.89333000378765,18.24627096231216,4.410452906969372,2.3715549631528234,23.7,21.4,공포
2016-11-29,12.067515548429508,8.287288863600883,45.295552070496925,16.794085508152676,36.72659029672858,68.38079369158116,17.98214530833693,4.791534822514254,4.601195572110814,23.9,22.2,공포
2016-11-30,16.18407854114066,10.979403667977339,47.285978157049605,35.94971266145167,72.71618147680239,78.86879085843613,21.841111138356485,2.713990764792,4.46524607606442,32.3,23.6,공포
2016-12-01,17.325474398277436,11.353870005048005,47.39532663407119,33.72184892255641,72.09991071238866,81.34881106236324,13.075137310269124,2.652863562373227,3.879505125704303,31.4,26.3,공포
2016-12-02,10.0860143380062,5.922521318200625,42.74814916541722,27.121728835943195,59.841744928822884,59.59404050310162,20.318343174532373,4.298364915189943,2.9508942462494994,25.9,27.4,공포
2016-12-05,7.710623954599491,4.102470742202638,40.39469926810867,18.67338709739261,33.61307317715947,53.5169775678366,16.958283416603713,5.41275997540769,0.7790418033014315,20.1,26.7,공포
2016-12-06,27.538944869165938,16.218651284114788,51.011111575936276,24.289337378498303,54.505686634525816,83.38699241796125,18.55558871143428,5.873910195080067,0.8467818627080326,31.4,28.2,공포
2016-12-07,31.155409840157823,17.832915427279794,51.720520403455915,59.41775675520094,93.02001582802848,85.06656649551913,7.460279728934868,11.951393927317355,0.6548066046497407,39.8,29.7,공포
2016-12-08,75.6725037566879,57.17721976250739,62.89006069321111,61.400274020621296,87.74251939667413,98.95903515685988,48.4504766885309,20.553143278215025,0.3879332182592344,57.0,34.8,공포
2016-12-09,70.12635108944716,50.021760805153626,60.43803468142337,68.77102874414228,92.32695981480109,98.46350640556064,53.58177667583697,23.736052490293485,3.432178310908603,57.9,41.2,중립
2016-12-12,72.9771423896649,52.894937385923804,61.091022449424315,73.45585746175341,94.43047601823577,96.98071199534898,42.80531737558076,37.54633488246676,10.842680300868967,60.3,49.3,중립
2016-12-13,81.13461144893004,62.56100252520981,63.325318285380824,76.46302754252838,97.51348156565874,96.29442736422128,54.14983801406548,75.09601275908176,20.477920168306614,69.7,56.9,중립
2016-12-14,81.96251389496932,63.467377277851355,63.554828356383254,75.50721369702023,91.53367919847236,93.37976746139647,54.128510117316985,94.48516191145254,24.702266156644082,71.4,63.3,탐욕
2016-12-15,82.09686372470047,63.178042099728856,63.449143312734,75.13628638359006,92.51192673245524,92.53849886076041,36.991657448963416,96.98046530107472,45.97366040992269,72.1,66.3,탐욕
2016-12-16,86.16401510868594,68.97459271288069,65.04012031157968,77.6342030230732,95.28640460819938,91.48981182406624,43.23252261939925,98.7509155842207,47.880297988374906,74.9,69.7,탐욕
2016-12-19,83.54166134314183,64.8945582877009,63.005976770935526,79.05043130434912,96.31786194155485,89.51705187622066,43.29997221712134,97.37116636254869,55.15080360711961,74.7,72.6,탐욕
2016-12-20,85.75896279990344,68.54725472919422,64.12026013323751,79.06390638600762,91.81581208231407,90.56098775986207,40.067939158037426,91.8590722731523,42.90944911036936,72.7,73.2,탐욕
2016-12-21,82.64622576144664,64.28465315184741,61.870211458696225,76.68424855540215,86.57697597982758,85.06817320199954,21.807523801303454,80.91712083179303,50.220197967687895,67.8,72.4,탐욕
2016-12-22,80.37745364282354,61.7912811379149,60.587339472783306,83.18599448112616,91.61795448718779,77.27460086655906,34.37146982493433,74.90888931164028,47.69325447603699,68.0,71.6,탐욕
2016-12-23,80.1601748555329,64.64945622813,60.65433462958904,82.46939385674854,90.27440135773206,71.45310562931559,21.682962661203682,73.36390940745952,59.96406762185278,67.2,70.1,탐욕
2016-12-26,81.38105553527467,66.64083898234135,61.4226327175059,81.990377736776,89.53939494917648,70.81090863004893,18.992775326013977,84.57273390964745,49.23000305957509,67.2,68.6,탐욕
2016-12-27,84.57831104839228,71.27560573508696,63.268161400839276,82.65775451876159,92.38837001389557,71.50615298043739,16.46019500412164,86.93957788991942,56.87152600996512,69.5,67.9,탐욕
2016-12-28,68.76706011133116,50.95937789069439,52.45780516303374,72.92897339835139,77.31958014137336,72.41560035654074,10.313394725556218,90.2817328271113,87.98492368054335,64.8,67.3,탐욕
2016-12-29,71.0781400870079,60.334986118232834,53.412975087370405,73.43385502452152,76.22643923535986,69.07317293002191,15.076201167893844,87.88842712423593,92.54240529103434,66.6,67.1,탐욕
2017-01-02,70.8309299395247,59.915204826060055,53.237603175377814,79.39805081431516,86.20429963060275,74.19094759409168,11.109988922412883,78.27403182477173,93.45817148680612,67.4,67.1,탐욕
2017-01-03,86.1816607631192,86.99425275160877,61.35224538730366,82.08112555044613,96.00789496678136,84.92271050328527,14.357389413084205,59.854810482882684,92.85195563525164,73.8,68.4,탐욕
2017-01-04,86.99608753736273,88.05686464639855,62.01782898115885,83.7117558231045,87.16414480316861,84.1242665017883,10.57738652910636,49.72966206969674,95.15909819740992,71.9,68.9,탐욕
2017-01-05,83.88504619917667,84.97578651575046,59.576404730069385,81.77245963483789,82.00821998829892,67.20170234848007,23.02571888613174,67.57600421543863,97.2297142544349,71.9,70.3,탐욕
2017-01-06,88.18601298129329,89.19537939978069,62.65294833591268,78.90561428019456,52.357385951606894,76.54568552180085,23.665926538439535,85.22544873690092,96.8049236144193,72.6,71.5,탐욕
